Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2007,W,HCEP,507,,001,MSC RESEARCH SEM,"Poole, Gary",4,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2007,W,HCEP,507,,003,MSC RESEARCH SEM,"Poole, Gary",15,,,,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2007,W,HCEP,607,,003,PHD RES SEMINAR,"Poole, Gary",27,,,,,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2009,W,SPPH,507,,003,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",11,,,,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2009,W,SPPH,607,,003,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",19,,,,,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2010,W,SPPH,607,,001,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",6,,,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2011,W,SPPH,507,,003,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",16,,,,,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2011,W,SPPH,607,,003,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",34,,,,,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2012,W,SPPH,507,,003,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",18,,,,,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2012,W,SPPH,607,,003,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",32,,,,,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2013,W,SPPH,507,,003,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",26,,,,,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2013,W,SPPH,607,,003,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",33,,,,,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2014,W,SPPH,507,,002,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",14,,,,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2014,W,SPPH,507,,003,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",11,,,,,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2014,W,SPPH,607,,002,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",13,,,,,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2014,W,SPPH,607,,003,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",9,,,,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2015,W,SPPH,507,,001,MSC RESEARCH SEM,"Black, Charlyn;Poole, Gary",21,,,,,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,2015,W,SPPH,607,,001,PHD RES SEMINAR,"Black, Charlyn;Poole, Gary",5,,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
