Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,S,BUSI,450,,921,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,69,69.55072464,20.55304202,99.0,12.0,11,,6,,,5,8,,6,5,14
UBCV,2014,S,COMM,450,,921,Financial Accounting - Intermediate II,Bryan K Parker;Bryan Parker,13,71.61538462,19.43166858,98.0,31.0,,,,,,,,,,,
UBCV,2014,W,BUSI,450,,101,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,50,69.54,14.29743805,98.0,33.0,,,,7,,,7,7,6,,
UBCV,2014,W,BUSI,450,,103,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,44,68.81818182,20.19471808,96.0,0.0,5,,5,,,,,8,5,,5
UBCV,2014,W,BUSI,450,,201,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,57,69.14035088,20.42096139,99.0,14.0,11,5,,,,5,6,,6,,12
UBCV,2014,W,BUSI,450,,203,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,25,69.84,20.82602539,99.0,26.0,5,,,,,,5,,,,5
UBCV,2015,S,BUSI,450,,921,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,61,68.36065574,19.43882094,99.0,0.0,8,,,5,7,6,3,5,6,7,7
UBCV,2015,S,COMM,450,,921,Financial Accounting - Intermediate II,Bryan K Parker;Bryan Parker,16,65.125,17.58740079,94.0,34.0,,,,,,,,,,,
UBCV,2015,W,BUSI,450,,101,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,36,67.638888889,19.436567566,93.0,7.0,6,,,,,,6,,,,
UBCV,2015,W,BUSI,450,,103,Intermediate Financial Accounting II,Bryan K Parker;Bryan Parker,34,73.970588235,13.918562478,99.0,43.0,,,,,,,,,6,5,5
UBCV,2016,S,COMM,450,,921,Financial Accounting - Intermediate II,Bryan K Parker;Bryan Parker,12,68.08333333,19.25172169,95.0,28.0,2,0,0,1,2,3,0,1,0,1,2
