Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,MINE,396,,101,Engineering Economics,Jose Lopes da Costa,58,77.6,88.0,37.0,1,0,1,1,3,4,9,10,13,16,0,79.5,85.0,73.3
UBCV,2022,W,MINE,406,,201,Mine Project Valuation and Risk Assessment,Jose Lopes da Costa,12,78.8,85.0,75.0,0,0,0,0,0,0,1,8,1,2,0,78.0,79.3,77.0
UBCV,2022,W,MINE,554,,201,Mine Economics and Finance,Jose Lopes da Costa,8,81.6,86.0,69.0,0,0,0,0,0,1,0,1,2,4,0,84.0,85.0,81.0
UBCV,2023,W,BAFI,513,,001,Risk Management,Jose Lopes da Costa,13,84.08,90.0,79.0,0,0,0,0,0,0,0,1,7,3,2,84.0,86.0,81.0
UBCV,2023,W,BASC,524,,001,Supply Chain Analytics,Jose Lopes da Costa,11,83.73,87.0,81.0,0,0,0,0,0,0,0,0,6,5,0,83.0,86.0,81.5
UBCV,2023,W,COMM,477,,201,Risk Management and Financial Engineering,Jose Lopes da Costa,30,79.57,85.0,74.0,0,0,0,0,0,0,2,10,17,1,0,80.0,81.0,78.0
UBCV,2023,W,MINE,396,,101,Engineering Economics,Jose Lopes da Costa,55,83.05,94.0,66.0,0,0,0,0,3,5,4,1,9,24,9,86.0,88.0,81.0
UBCV,2023,W,MINE,406,,201,Mine Project Valuation and Risk Assessment,Jose Lopes da Costa,18,78.28,86.0,64.0,0,0,0,0,1,0,1,8,7,1,0,79.0,80.0,77.25
UBCV,2023,W,MINE,554,,201,Mine Economics and Finance,Jose Lopes da Costa,16,82.31,91.0,75.0,0,0,0,0,0,0,1,3,5,6,1,82.0,85.0,79.5
