Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,S,CHIN,484,,951,Intensive Modern Chinese Literature (Heritage),Robert S Chen;Robert S M Chen,60,79.03333333,3.795477535,86.0,72.0,0,0,0,0,0,0,9,31,11,9,0
UBCV,2014,W,CHIN,431,,002,Classical Chinese I (Heritage),Robert S Chen;Robert S M Chen,63,74.12698413,9.795476348,96.0,50.0,0,,,7,6,4,14,8,12,6,3
UBCV,2014,W,CHIN,433,,002,Classical Chinese II (Heritage),Robert S Chen;Robert S M Chen,61,75.73770492,9.020165629,92.0,55.0,0,0,,5,4,8,7,7,17,9,
UBCV,2014,W,CHIN,481,,003,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,65,78.10769231,3.8288505,86.0,68.0,0,0,0,0,0,,14,26,19,,0
UBCV,2014,W,CHIN,481,,904,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,68,77.73529412,4.28679906,86.0,60.0,0,0,0,,,,14,27,21,,0
UBCV,2014,W,CHIN,483,,003,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,68,78.57352941,3.782584509,86.0,70.0,0,0,0,0,0,,12,26,26,,0
UBCV,2014,W,CHIN,483,,904,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,71,78.15492958,3.915711529,86.0,68.0,0,0,0,0,0,,11,31,23,,0
UBCV,2015,S,CHIN,484,,951,Intensive Modern Chinese Literature (Heritage),Robert S Chen;Robert S M Chen,62,78.24193548,4.214282833,86.0,68.0,0,0,0,0,0,4,12,24,17,5,0
UBCV,2015,W,CHIN,431,,002,Classical Chinese I (Heritage),Robert S Chen;Robert S M Chen,62,74.306451613,8.806831755,90.0,55.0,0,0,,6,7,13,5,6,17,,
UBCV,2015,W,CHIN,433,,002,Classical Chinese II (Heritage),Robert S Chen;Robert S M Chen,69,75.101449275,8.667289636,92.0,60.0,0,0,0,9,6,7,7,14,17,6,3
UBCV,2015,W,CHIN,481,,003,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,69,78.376811594,3.552552725,86.0,72.0,0,0,0,0,0,0,17,29,19,4,0
UBCV,2015,W,CHIN,481,,904,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,68,77.852941176,3.77052475,86.0,71.0,0,0,0,0,0,3,18,23,20,4,0
UBCV,2015,W,CHIN,483,,003,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,66,77.803030303,4.500323739,86.0,68.0,0,0,0,0,0,5,14,25,16,6,0
UBCV,2015,W,CHIN,483,,904,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,67,78.76119403,3.818176434,86.0,71.0,0,0,0,0,0,2,11,28,21,5,0
UBCV,2016,W,CHIN,481,,003,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,61,78.65573771,3.449083192,86.0,68.0,0,0,0,0,0,1,6,31,19,4,0
UBCV,2016,W,CHIN,481,,904,Modern Chinese Literature I (Heritage),Robert S Chen;Robert S M Chen,70,77.65714286,10.18792368,86.0,0.0,1,0,0,0,0,1,14,27,20,7,0
UBCV,2016,W,CHIN,483,,003,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,62,78.85483871,4.226562275,87.0,66.0,0,0,0,0,1,2,8,21,27,3,0
UBCV,2016,W,CHIN,483,,904,Modern Chinese Literature II (Heritage),Robert S Chen;Robert S M Chen,76,78.59210526,9.866005786,86.0,0.0,1,0,0,0,0,2,7,24,38,4,0
UBCV,2016,W,CHIN,491,,002,Classical Chinese I (Heritage),Robert S Chen;Robert S M Chen,69,74.5942029,8.820628963,90.0,58.0,0,0,2,6,12,6,7,14,11,9,2
UBCV,2016,W,CHIN,493,,002,Classical Chinese II (Heritage),Robert S Chen;Robert S M Chen,63,77.68253968,5.438291349,88.0,68.0,0,0,0,0,0,9,11,15,23,5,0
