Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2018,W,BAAC,550,,MM1,Foundations in  Accounting,Robert Jackes;Timothy Chow;Timothy J Chow,45,80.244444444,7.508042826,91.0,46.0,1,0,0,0,0,3,6,4,18,11,2
UBCV,2018,W,BAAC,551,,MM1,Foundations in Accounting II,Robert Jackes;Timothy Chow;Timothy J Chow,49,80.387755102,5.743896494,92.0,60.0,0,0,0,1,0,4,1,10,22,10,1
