Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2019,W,HMKN,495,N,101,Special Topics in Health and Exercise Sciences,Miranda Cary;Rhyann C Mckay;Rhyann Mckay,52,86.461538462,6.789442607,96.0,64.0,0,0,0,0,2,0,1,5,6,18,20
UBCO,2020,W,HMKN,495,N,101,Special Topics in Health and Exercise Sciences,Kelsey Wuerstl;Miranda Cary;Rhyann Mckay,32,87.34375,7.715127056,98.0,66.0,0,0,0,0,1,1,1,3,1,7,18
