Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2022,W,CRWR,160,,001,Introduction to Writing Fiction and Drama,Kevin Chong,86,74.3,92.0,25.0,3,3,4,2,8,8,14,9,19,11,5,76.0,82.8,68.0
UBCO,2022,W,CRWR,160,,101,Introduction to Writing Fiction and Drama,Kevin Chong,90,78.2,95.0,34.0,2,1,3,1,6,6,9,13,24,13,12,80.0,86.0,72.5
UBCO,2022,W,CRWR,219,,001,Intermediate Workshop in Creative Writing: Non-Fiction,Kevin Chong,23,83.0,94.0,52.0,0,1,0,0,1,1,1,2,6,4,7,84.0,90.5,80.0
UBCO,2022,W,CRWR,475,,001,Preparing for a Career as a Writer,Kevin Chong,13,86.3,94.0,56.0,0,0,1,0,0,0,1,0,1,2,8,90.0,92.0,88.0
UBCO,2023,W,CRWR,582,C,001,Graduate Workshop in Creative Writing- Narrative,Kevin Chong,9,93.75,96.0,92.0,0,0,0,0,0,0,0,0,0,0,8,94.0,95.0,92.0
