Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,BIOL,121,,224,"Genetics, Evolution and Ecology",Joana Dutilh De Capitani;Lynn Norman;Ryan Kondo,229,80.672489083,10.388175777,95.0,25.0,3,2,4,6,7,11,18,27,51,64,36
UBCV,2021,W,BIOL,234,,101,Fundamentals of Genetics,Craig M S Berezowsky;Ebrahim Eskandari Nasab;George Haughn;Gracy Buckholtz;Jessica Hancock;Joana Dutilh De Capitani;Judith Mank;Mikayla Colletti;Syed Asad Hasan;Versara Goberdhan;Weijie Huang;Yan Xu,214,74.962616822,14.130794284,98.0,19.0,7,13,10,13,11,19,27,18,35,33,28
UBCV,2021,W,BIOL,234,,102,Fundamentals of Genetics,Craig M S Berezowsky;Ebrahim Eskandari Nasab;George Haughn;Gracy Buckholtz;Jessica Hancock;Joana Dutilh De Capitani;Judith Mank;Mikayla Colletti;Syed Asad Hasan;Versara Goberdhan;Weijie Huang;Yan Xu,198,72.96969697,14.155018873,99.0,6.0,6,13,17,15,15,17,29,10,29,23,24
