Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,LARC,316,,002,Trees and Shrubs in Landscape,Benjamin Eisenberg;Douglas Justice,24,90.083333333,2.717362319,94.0,84.0,0,0,0,0,0,0,0,0,1,6,17
UBCV,2021,W,LARC,316,,002,Trees and Shrubs in Landscape,Benjamin Eisenberg;Douglas Justice,26,86.461538462,3.301281802,94.0,80.0,0,0,0,0,0,0,0,0,7,16,3
