Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2017,W,PATH,405,,001,Seminars in Current Topics,Amanda Bradley;Kenneth Liu;Michael Sutherland;William Godolphin,14,79.928571429,12.778974834,100.0,45.0,1,0,0,0,2,0,0,0,10,0,1,,,
UBCV,2018,W,PATH,405,,001,Seminars in Current Topics,Amanda Bradley;Jenny Tai;Ka On Tai;Kenneth Liu;Michael Sutherland;William Godolphin,12,82.916666667,9.059985283,100.0,75.0,0,0,0,0,0,0,5,0,5,0,2,,,
UBCV,2020,W,PATH,305,,001,Modern Microscopy,Amanda Bradley;Calum Macaulay;Kenneth Liu,22,80.227272727,6.516877854,90.0,68.0,0,0,0,0,0,2,1,7,6,3,3,,,
UBCV,2020,W,PATH,404,,001,Diagnostic Histochemistry,Amanda Bradley;Elisabeth Matzke;Jennifer Xenakis;John O'Kusky;Kenneth Liu,22,85.409090909,4.757541291,93.0,76.0,0,0,0,0,0,0,0,2,6,8,6,,,
UBCV,2021,W,PATH,305,,001,Modern Microscopy,Amanda Bradley;Calum Macaulay;Jennifer Xenakis;Jenny Tai;Juliana Li;Ka On Tai;Kenneth Liu;Martial Guillaud,23,86.391304348,4.970267328,94.0,77.0,0,0,0,0,0,0,0,3,5,8,7,,,
UBCV,2021,W,PATH,404,,001,Diagnostic Histochemistry,Amanda Bradley;Jennifer Xenakis;Jenny Tai;Juliana Li;Ka On Tai;Kenneth Liu;Narges Hadjesfandiari,23,83.304347826,5.226112605,91.0,73.0,0,0,0,0,0,0,3,3,4,11,2,,,
UBCV,2021,W,PATH,305,,001,Modern Microscopy,Amanda Bradley;Martial Guillaud;Juliana Li;Kenneth Liu;Calum Macaulay;Ka On Tai;Jennifer Xenakis,23,86.4,,94.0,77.0,,,,,,,,,,8,7,87.0,90.5,83.0
UBCV,2022,W,CAPS,391,,001,Introduction to Gross Human Anatomy,Majid Alimohammadi;Kenneth Liu,245,71.8,,99.0,0.0,24,16,13,14,13,18,31,22,34,27,33,75.0,84.0,62.0
UBCV,2023,W,ANAT,392,,001,Gross Anatomy of the Limbs and Trunk,Majid Alimohammadi;David Anekwe;Roland Fletcher;Natalie Grant;Alison Greig;Kenneth Liu;Caitlin Williams;Julia Wimmers Klick,122,84.57,,99.0,68.0,0,0,0,0,0,4,7,17,28,38,27,85.0,89.0,80.0
UBCV,2023,W,BMEG,350,,201,Human Structure/Function from Cells to Systems,Ali Bashashati Saghezchi;Pawel Kudzia;Kenneth Liu;Edwin D Moore;Manu Sasidharan Madhav;Dena Shahriari,114,78.13,,95.0,52.0,0,1,3,2,6,10,13,25,30,16,7,79.0,83.0,74.0
UBCV,2023,W,PATH,305,,001,Modern Microscopy,Martial Guillaud;Juliana Li;Kenneth Liu;Calum MacAulay;Michael Sutherland;Ka On Tai;Joanne Wright;Jennifer Xenakis,15,83.27,,92.0,68.0,0,0,0,0,0,1,1,1,4,5,3,85.0,86.0,82.0
