Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,ASTU,100,A,G02,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,18,72.16666667,8.826764113,83.0,51.0,0,,,,,,5,,5,0,0
UBCV,2014,W,ASTU,100,A,G03,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,19,66.05263158,13.20973414,83.0,20.0,,,,,,,7,,,0,0
UBCV,2014,W,ASTU,100,A,G04,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,19,66.42105263,10.28113585,85.0,40.0,,,,,,5,,,,,0
UBCV,2015,S,ENGL,474,A,921,Studies in Contemporary Literature,Moberley Adriane Segal Luger;Moberley Luger,38,70.55263158,16.92223448,91.0,8.0,,,,,,,9,5,,6,
UBCV,2015,W,ASTU,100,A,G02,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,21,71.904761905,10.439850391,87.0,43.0,,,,,,,8,,,,0
UBCV,2015,W,ASTU,100,A,G03,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,24,71.916666667,9.417452192,93.0,50.0,0,,,,,6,5,,,,
UBCV,2015,W,ASTU,100,A,G04,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,23,71.130434783,6.877528281,85.0,60.0,0,0,0,,5,,5,,,,0
UBCV,2016,W,ASTU,100,A,G02,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,18,66.33333333,13.51687399,85.0,30.0,1,2,2,1,3,2,3,0,2,2,0
UBCV,2016,W,ASTU,100,A,G03,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,19,68.05263158,13.17182888,82.0,32.0,2,1,0,0,2,7,2,0,5,0,0
UBCV,2016,W,ASTU,100,A,G04,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,14,66.35714286,16.56041222,81.0,19.0,1,1,0,3,1,1,3,0,4,0,0
UBCV,2017,W,ASTU,100,,G02,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,24,66.333333333,16.247184817,85.0,26.0,4,1,1,1,3,2,1,6,4,1,0
UBCV,2017,W,ASTU,100,,G03,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,22,70.136363636,14.769000529,87.0,20.0,1,1,2,1,1,3,3,5,3,2,0
UBCV,2017,W,ASTU,100,,G04,1st Year CAP Seminar,Moberley Adriane Segal Luger;Moberley Luger,19,63.157894737,20.235456116,85.0,1.0,4,0,1,0,3,3,4,1,2,1,0
