Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,ATSC,201,,101,Meteorology of Storms,Adin Litman;Ahmed Shaaban;Alison Deere;Amelia Wohlers;Blaise Matlock;Clinton Macadam;Ebba Hooft Toomey;Fumiya Inaba;Jennifer Liang;Jessica Liang;Julia Jeworrek;Justin Mirabilis Haw;Keng Hua Pi;Kiereth Atariwala;Kristie Tai;Kylee Dyck;Quentin Michalchuk;Rachel Hettinga;Roland Stull;Sam Kao;Sourena Oveisi;Wilford Liu,56,90.25,9.456599427,100.0,60.0,0,0,0,1,0,2,2,3,2,9,37
