Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,CPSC,539,L,101,Topics in Programming Languages,Caroline Lemieux,15,93.7,96.0,89.0,0,0,0,0,0,0,0,0,0,1,14,94.0,96.0,92.5
UBCV,2023,W,CPSC,410,,201,Advanced Software Engineering,Caroline Lemieux;Alexander Summers,113,76.2,91.0,45.0,1,3,2,4,9,14,13,16,28,15,5,77.5,83.0,70.3
