Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2015,W,ARTH,340,,001,20th Century Art and Culture: The Triumph and Demise of Modernism,Jaleh Mansoor;Jessica Law,79,80.873417722,13.380398109,95.0,26.0,,,,,,,6,6,12,24,19
UBCV,2016,W,ARTH,324,,001,Northern European Art and Culture II (1600-1700),Jessica Law;Joseph Monteyne,65,74.13846154,11.2094783,92.0,22.0,1,1,1,4,7,10,9,10,11,5,6
UBCV,2017,W,ARTH,344,,001,"Art and Photography in Canada, 1920 to the Present",Erin Silver;Jessica Law,71,80.816901408,9.204517306,97.0,52.0,0,1,2,2,1,3,6,11,19,17,9
UBCV,2018,W,ARTH,340,,001,20th Century Art and Culture: The Triumph and Demise of Modernism,Jaleh Mansoor;Jessica Law,59,73.118644068,10.81997633,92.0,32.0,1,0,4,7,4,8,8,5,15,5,2
UBCV,2018,W,ARTH,380,,001,Art as Technology,Jaleh Mansoor;Jessica Law;Tobias Linnemann Ewe,58,82.465517241,10.864743427,99.0,47.0,2,0,1,1,2,0,4,9,8,19,12
UBCV,2019,W,ARTH,339,,001,19th-Century Art and Social Space,Jessica Law;Jillian Lerner;Jillian Taylor Lerner,77,76.935064935,9.502544898,91.0,23.0,2,0,2,0,1,8,12,15,26,9,2
UBCV,2019,W,ARTH,480,,002,Visual and Digital Media Theory,Jessica Law,21,84.142857143,4.441685652,93.0,76.0,0,0,0,0,0,0,0,2,9,7,3
UBCV,2020,W,ARTH,230,,001,"Art & Feminism(s): Histories, Lineages, Legacies",Erin Silver;Jessica Law,58,79.224137931,16.36646454,95.0,0.0,2,1,0,1,0,0,9,7,17,8,13
UBCV,2020,W,ARTH,300,,001,Seminar on Methods and Approaches in Art History,Alison Ariss;Jessica Law;Rachel Boate,57,74.807017544,12.879161736,92.0,27.0,4,1,0,1,1,8,7,15,10,8,2
UBCV,2021,W,ARTH,227,,001,What is Modern Art?,Jaleh Mansoor;Jessica Law;Marisa Sanchez,56,80.357142857,12.136239602,96.0,12.0,1,0,1,1,1,1,8,8,13,13,9
