Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2019,W,BABS,550,,001,Application of Statistics in Management,Gregory Werker;Palak Verma,48,82.354166667,6.880405676,95.0,62.0,0,0,0,2,0,1,3,8,15,13,6
UBCV,2019,W,BABS,550,,002,Application of Statistics in Management,Gregory Werker;Palak Verma,49,82.959183673,6.402991435,93.0,65.0,0,0,0,0,1,0,5,10,9,15,9
