Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,FNH,415,,001,"Business Concepts in Food, Nutrition, and Health",Khorshid Abdorahim Zadeh;Laura Cullen,45,81.44444444,4.947706335,93.0,67.0,0,0,0,0,,,,9,21,8,
