Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2015,W,COMM,296,,204,Introduction to Marketing,Gabriel Cheung;Jaqueline Paige Yan;Jaqueline Yan;Kirstin Appelt,37,75.702702703,11.580311032,94.0,46.0,,,,,6,5,,2,8,,5
UBCV,2015,W,COMM,296,,207,Introduction to Marketing,Gabriel Cheung;Jaqueline Paige Yan;Jaqueline Yan;Kirstin Appelt,44,75.340909091,10.770206929,97.0,54.0,0,,,7,,,,6,11,6,
UBCV,2016,W,BAMA,550,,MM1,Marketing,Jaqueline Paige Yan;Jaqueline Yan;Kirstin Appelt,55,82.6,6.436585246,94.0,61.0,0,0,0,1,1,1,3,4,24,14,7
