Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,ECON,355,,001,Introduction to International Trade,Houji Yao;Nisha Malhotra,94,88.255319149,6.572893457,96.0,65.0,0,0,0,0,2,2,2,1,11,28,48
UBCV,2020,W,ECON,355,,008,Introduction to International Trade,Houji Yao;Nisha Malhotra,84,87.452380952,6.935858912,97.0,63.0,0,0,0,1,1,2,1,5,11,25,38
