Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2015,W,COMM,203,,102,Managing the Employment Relationship,Shi Tao Yu;Thomas Knight,65,77.784615385,11.004959546,96.0,49.0,5,,,,,,8,8,17,14,5
