Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2010,W,SPAN,101,,112,BEGINNER SPAN I,"Alvarez-Jaimes, Javier;Manchon, Enrique",35,68.16,17.42,89,21,28,3,4,0,0,0,0,1,1,1,3,4,2,3,2,1,1,5,2,8,0
UBC,2010,W,SPAN,102,,209,BEGINNER SPAN II,"Alvarez-Jaimes, Javier;Manchon, Enrique",21,69.67,13.89,90,43,19,2,0,0,0,0,0,0,0,2,2,1,1,3,2,4,1,0,3,3,1
UBC,2011,W,SPAN,101,,111,BEGINNER SPAN I,"Alvarez-Jaimes, Javier;Manchon, Enrique",36,72,13.28,93,15,34,1,0,1,0,0,1,0,0,0,1,0,1,3,4,6,6,6,2,5,1
UBC,2011,W,SPAN,102,,210,BEGINNER SPAN II,"Alvarez-Jaimes, Javier;Manchon, Enrique",31,73.96,9.5,87,55,25,0,1,2,1,0,0,0,0,0,0,0,2,2,2,4,5,2,3,5,0
UBC,2012,S,SPAN,101,,921,BEGINNER SPAN I,"Alvarez-Jaimes, Javier;Manchon, Enrique",32,74.96,14.22,94,29,25,1,3,2,1,0,0,1,0,0,1,1,1,0,2,5,1,3,6,3,3
UBC,2012,W,SPAN,101,,102,BEGINNER SPAN I,"Alvarez-Jaimes, Javier;Manchon, Enrique",34,71.29,18.33,92,3,29,2,3,0,0,1,0,0,1,0,2,2,1,3,2,2,4,2,7,3,3
UBC,2012,W,SPAN,101,,103,BEGINNER SPAN I,"Alvarez-Jaimes, Javier;Manchon, Enrique",35,72.56,9.76,87,45,31,1,2,0,0,0,0,0,0,1,1,0,1,4,3,6,3,3,7,4,0
UBC,2012,W,SPAN,102,,202,BEGINNER SPAN II,"Alvarez-Jaimes, Javier;Manchon, Enrique",28,70.39,12.59,90,40,27,1,0,0,0,0,0,0,0,1,1,2,1,5,4,4,2,1,1,6,1
UBC,2013,S,SPAN,102,,922,BEGINNER SPAN II,"Alvarez-Jaimes, Javier;Manchon, Enrique",17,69.8,12.31,85,50,15,0,0,1,0,0,0,0,0,0,0,3,1,0,2,2,1,2,3,1,0
UBCV,2014,W,SPAN,101,,901,Beginners' Spanish I,Enrique Manchon;Javier Alvarez-Jaimes,32,70.03125,11.26365659,91.0,43.0,,,,,,,,,,,,,,7,,,5,6,,,
UBCV,2014,W,SPAN,102,,101,Beginners' Spanish II,Enrique Manchon;Javier Alvarez-Jaimes,20,62.6,15.25709499,94.0,41.0,,,,,,,,,,,,,,,,,,,,,
