Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,LFS,340,,001,First Nations Health and the Traditional Role of Plants,Eduardo Jovel Ayala,29,82.9,89.0,70.0,0,0,0,0,0,1,2,2,12,12,0,84.0,87.0,81.0
UBCV,2022,W,LFS,340,,002,First Nations Health and the Traditional Role of Plants,Eduardo Jovel Ayala,29,77.2,90.0,0.0,1,0,0,2,1,0,1,4,16,3,1,82.0,83.0,78.0
