Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,COMM,295,,101,Managerial Economics,Albina Gibadullina;James Brander;Tatsuya Aoki;Winnie Ng;Yiming Hu,120,74.7,9.636764337,94.0,50.0,0,3,2,9,12,15,25,17,14,13,10
UBCV,2016,W,COMM,295,,102,Managerial Economics,Albina Gibadullina;James Brander;Tatsuya Aoki;Winnie Ng;Yiming Hu,116,73.8362069,8.732691169,93.0,57.0,0,0,8,9,8,23,15,14,31,6,2
UBCV,2016,W,COMM,354,,201,Cost Accounting,Anika Tsoulacos;Julie Aguilar;Sandra Chamberlain;Tatsuya Aoki,40,71.675,9.403729484,90.0,54.0,0,1,2,6,5,1,12,4,4,3,2
UBCV,2016,W,COMM,354,,202,Cost Accounting,Anika Tsoulacos;Julie Aguilar;Sandra Chamberlain;Tatsuya Aoki,40,75.025,12.4642823,96.0,45.0,2,1,1,3,3,3,6,4,5,7,5
UBCV,2016,W,COMM,354,,203,Cost Accounting,Anika Tsoulacos;Julie Aguilar;Sandra Chamberlain;Tatsuya Aoki,38,71.60526316,12.36066008,91.0,44.0,2,0,6,2,5,2,3,5,3,9,1
