Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2023,S,COSC,304,,101,Introduction to Databases,Mostafa Mohamed,52,92.06,100.0,54.0,0,1,0,1,0,0,0,2,5,4,39,94.5,99.0,89.75
UBCO,2023,S,COSC,322,,001,Introduction to Artificial Intelligence,Mostafa Mohamed,34,84.9,100.0,25.0,2,0,0,1,1,0,2,0,3,6,16,90.0,96.0,81.5
UBCO,2023,W,COSC,111,,101,Computer Programming I,Mostafa Mohamed,115,77.2,100.0,0.0,18,0,1,1,2,5,13,8,11,9,38,80.0,92.8,71.3
UBCO,2023,W,COSC,301,,101,Introduction to Data Analytics,Mostafa Mohamed,100,79.3,100.0,10.0,1,1,3,4,2,11,7,16,20,15,18,80.0,86.0,73.0
UBCO,2023,W,COSC,305,,101,Project Management,Mostafa Mohamed,115,84.3,100.0,24.0,2,1,1,4,1,4,6,12,14,24,44,86.0,93.0,79.0
UBCO,2023,W,DATA,301,,101,Introduction to Data Analytics,Mostafa Mohamed,111,86.9,100.0,22.0,2,1,1,0,0,0,7,10,11,27,49,88.0,95.0,81.5
UBCO,2023,W,DATA,534,,101,Web and Cloud Computing,Mostafa Mohamed,40,96.6,100.0,78.0,0,0,0,0,0,0,0,1,1,2,36,100.0,100.0,93.8
UBCO,2023,W,DATA,553,,001,"Privacy, Security and Professional Ethics",Mostafa Mohamed,40,90.9,97.0,85.0,0,0,0,0,0,0,0,0,0,11,29,91.0,93.0,89.0
