Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,BAEN,505,,001,Entrepreneurial Finance,Richard MacKellar,30,80.9,87.0,73.0,0,0,0,0,0,0,2,10,11,7,0,81.0,84.0,77.3
UBCV,2023,W,BAEN,505,,001,Entrepreneurial Finance,Richard MacKellar,32,80.69,90.0,68.0,0,0,0,0,0,1,5,7,11,7,1,82.0,84.25,76.75
