Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2021,W,MINE,455,,201,Mine Water Management,Khan Wahid Palash Md,48,82.6,94.0,59.0,,,,,,,,,13,21,,84.5,87.0,80.8
UBCV,2021,W,MINE,590,X,201,Special Advanced Topics,Khan Wahid Palash Md,8,75.5,88.0,16.0,,,,,,,,,,,,83.5,86.3,81.0
