Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,48,76.45833333,9.754340732,95.0,55.0,0,0,,,,5,7,4,12,8,3
UBCV,2014,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,47,76.63829787,14.71678358,92.0,0.0,,,,,6,5,,8,6,7,8
UBCV,2014,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,52,74.82692308,15.18606321,96.0,8.0,,,,8,6,,,,8,10,6
UBCV,2014,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,55,74.4,12.23474106,94.0,30.0,,,,5,4,5,8,9,5,12,
UBCV,2014,W,CNPS,427,,001,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,20,85.85,6.450418183,95.0,63.0,0,0,0,,,,0,0,6,9,4
UBCV,2014,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,57,70.64912281,17.74168943,94.0,0.0,5,,,5,6,6,5,7,9,4,6
UBCV,2014,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,55,76.89090909,13.23109795,96.0,26.0,2,,,,,,6,12,7,11,6
UBCV,2014,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,13,91.92307692,4.698608632,100.0,85.0,0,0,0,0,0,0,0,0,0,4,9
UBCV,2014,W,CNPS,586,,002,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,20,92.6,2.891002376,96.0,87.0,0,0,0,0,0,0,0,0,0,3,17
UBCV,2015,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,44,71.59090909,17.96549429,92.0,0.0,6,,,,,6,,5,7,7,4
UBCV,2015,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,45,71.6,14.8590346,92.0,14.0,,,,,,10,5,7,6,,
