Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2023,W,ECED,407,,63A,Supporting Early Learning in the Pre-School Years,Veronica MacLean,33,87.97,95.0,65.0,0,0,0,0,1,0,0,1,4,12,14,89.0,90.25,86.75
UBCV,2023,W,ECED,407,,63C,Supporting Early Learning in the Pre-School Years,Veronica MacLean,35,81.64,96.0,64.0,0,0,0,0,2,0,6,7,5,5,8,81.0,89.0,76.0
