Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,NAME,581,,101,Ship Design,Dan McGreer,23,87.0,96.0,0.0,1,0,0,0,0,0,0,0,2,3,17,91.0,93.0,89.5
UBCV,2022,W,NAME,591,,201,Computer-Aided Ship Design Project,Dan McGreer,23,90.7,94.0,87.0,0,0,0,0,0,0,0,0,0,7,16,91.0,94.0,87.0
UBCV,2023,W,NAME,581,,101,Introduction to Ship Design,Dan McGreer,18,81.6,99.0,15.0,2,0,0,0,0,0,0,2,2,6,6,87.0,91.0,83.0
UBCV,2023,W,NAME,591,,201,Computer-Aided Ship Design Project,Dan McGreer,14,86.9,90.0,86.0,0,0,0,0,0,0,0,0,0,10,3,86.0,86.0,86.0
