Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,ANTH,100,A,004,Introduction to Cultural Anthropology,Clayton Abel Whitt;Clayton Whitt;Kamal Arora;Madeline Moore;Steffan Gordon;Steffan Taylor Gordon;Vinay Ramnath Kamat,206,71.61165049,15.48137072,96.0,0.0,13,3,11,11,27,19,26,32,28,25,11
