Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,A,124,Writing and Research in the Disciplines,Gabrielle Rutman;Kirby Mania,30,74.533333333,10.247735943,86.0,50.0,0,3,1,2,0,0,7,4,9,4,0
UBCV,2020,W,WRDS,150,A,132,Writing and Research in the Disciplines,Gabrielle Rutman;Kirby Mania,30,75.666666667,8.972499492,87.0,44.0,1,0,0,0,3,7,1,6,6,6,0
UBCV,2020,W,WRDS,150,A,153,Writing and Research in the Disciplines,Gabrielle Rutman;Kirby Mania,28,75.107142857,11.049850965,86.0,26.0,1,0,0,1,0,3,6,7,9,1,0
UBCV,2020,W,WRDS,150,A,321,Writing and Research in the Disciplines,Gabrielle Rutman;Mary Ann Saunders,27,67.925925926,19.193199769,82.0,5.0,2,1,1,0,1,5,9,2,6,0,0
UBCV,2020,W,WRDS,150,B,644,Writing and Research in the Disciplines,Gabrielle Rutman;Kimberly Richards,27,88.62962963,9.414179764,98.0,57.0,0,0,1,0,1,0,1,0,0,8,16
UBCV,2020,W,WRDS,150,B,862,Writing and Research in the Disciplines,Gabrielle Rutman;Mary Ann Saunders,28,78.892857143,5.251731889,89.0,66.0,0,0,0,0,1,2,4,7,10,4,0
UBCV,2020,W,WRDS,150,B,871,Writing and Research in the Disciplines,Gabrielle Rutman;Mary Ann Saunders,30,73.533333333,8.394305678,86.0,55.0,0,0,2,0,7,2,4,6,7,2,0
UBCV,2021,W,WRDS,150,A,101,Writing and Research in the Disciplines,Gabrielle Rutman;Kathleen Fitzpatrick,28,72.392857143,15.159251632,90.0,14.0,1,1,2,1,2,2,6,3,6,2,2
UBCV,2021,W,WRDS,150,A,112,Writing and Research in the Disciplines,Gabrielle Rutman;Kathleen Fitzpatrick,29,74.75862069,15.656251997,91.0,14.0,1,0,2,2,2,2,2,5,7,3,3
UBCV,2021,W,WRDS,150,A,191,Writing and Research in the Disciplines,David Newman;Gabrielle Rutman,31,67.35483871,17.530066338,85.0,0.0,4,0,1,3,4,2,4,6,6,1,0
UBCV,2021,W,WRDS,150,B,721,Writing and Research in the Disciplines,David Newman;Gabrielle Rutman,31,76.35483871,6.285159171,87.0,63.0,0,0,0,2,1,3,6,10,6,3,0
