Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2023,S,ENGL,321,,98A,English Grammar and Usage,Ina Biermann,36,77.65,92.0,37.0,1,1,0,0,3,2,4,9,3,5,6,77.5,86.75,75.0
UBCV,2023,S,ENGL,330,,98A,The Structure of Modern English: Sounds and Words,Ina Biermann,34,78.27,93.0,50.0,0,1,2,1,0,2,5,1,9,5,4,80.5,86.0,74.25
UBCV,2023,W,ENGL,321,,99A,English Grammar and Usage,Ina Biermann,40,77.8,91.0,52.0,0,1,0,3,2,2,5,8,8,10,1,79.0,86.0,72.0
UBCV,2023,W,ENGL,322,,99C,Stylistics,Ina Biermann,36,80.3,93.0,62.0,0,0,0,1,0,3,5,7,9,7,2,82.0,84.8,75.5
