Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2014,W,URST,400,,201,Seminar in Urban Studies,Elvin Wyly;Rachel Brydolf-Horwitz,20,77.45,19.38929439,88.0,0.0,,,,,,,,,12,6,0,,,
UBCV,2015,W,GEOG,122,,201,"Geography, Modernity and Globalization",Connie Yang;David Frederick Ley;Guillermo Bervejillo;Idaliya Grigoryeva;James Rhatigan;James Thomas Rhatigan;Lauren Warbeck;Mikael Omstedt;Rachel Brydolf-Horwitz;Trevor Barnes,197,67.664974619,16.569256065,95.0,0.0,24,9,17,17,12,25,21,24,21,20,7,,,
UBCV,2015,W,GEOG,250,,101,Cities,Elvin Wyly;Ildiko Kovacs;Rachel Brydolf-Horwitz,70,77.814285714,9.044644275,92.0,49.0,,,,,,8,5,12,21,13,,,,
UBCV,2015,W,URST,200,,101,Cities,Elvin Wyly;Ildiko Kovacs;Rachel Brydolf-Horwitz,73,73.616438356,14.324251131,94.0,17.0,,,,,,9,17,8,13,10,,,,
UBCV,2016,W,GEOG,250,,101,Cities,Rachel Brydolf-Horwitz;Samuel Walker;Valerie Carolyn Prouse;Valerie Prouse,97,72.93814433,12.17734785,96.0,11.0,2,4,4,7,7,11,15,17,17,9,4,,,
UBCV,2016,W,GEOG,395,,201,Introduction to the Changing Landscapes of Latin America,Juanita Sundberg;Rachel Brydolf-Horwitz,79,71.35443038,15.739089,93.0,7.0,6,1,4,4,4,6,18,12,15,7,2,,,
UBCV,2017,W,SOCI,310,A,101,Canadian Society,Debra Pentecost;Kacey Ng;Maria Angelica Laron;Rachel Brydolf-Horwitz,94,71.595744681,11.518399632,90.0,24.0,3,2,4,5,10,16,16,15,13,7,3,,,
UBCV,2017,W,SOCI,369,A,003,Sociology of Sexualities,Rachel Brydolf-Horwitz;Sam Carleton Stiegler;Sam Stiegler,49,75.06122449,8.67805701,91.0,37.0,1,0,0,0,4,10,11,8,9,4,2,,,
UBCV,2018,W,GEOG,371,,101,Research Strategies in Human Geography,Geraldine Pratt;Juliane Collard;Rachel Brydolf-Horwitz,41,74.634146341,9.689571966,88.0,33.0,1,1,1,0,1,4,9,9,13,2,0,,,
UBCV,2021,W,GEOG,424,,201,Feminist Geographies,Juliane Collard;Rachel Brydolf-Horwitz,18,79.5,6.528219287,88.0,61.0,0,0,0,1,0,1,0,5,7,4,0,,,
UBCV,2021,W,GEOG,424,,201,Feminist Geographies,Rachel Brydolf-Horwitz;Juliane Collard,18,79.5,,88.0,61.0,,,,,,,,,7,,,81.0,83.8,77.3
UBCV,2022,S,GEOG,350,,98A,Urban Worlds,Rachel Brydolf-Horwitz;Lia Frederiksen,68,75.5,,91.0,11.0,3,0,0,1,3,5,11,13,24,6,2,78.0,81.5,72.8
UBCV,2022,W,GEOG,424,,201,Feminist Geographies,Rachel Brydolf-Horwitz,15,80.0,,90.0,69.0,0,0,0,0,0,1,4,2,4,3,1,81.0,84.5,75.0
UBCV,2023,W,GEOG,424,,201,Feminist Geographies,Rachel Brydolf-Horwitz,22,70.6,,88.0,0.0,3,0,0,0,0,0,1,5,11,2,0,80.0,82.8,77.3
