Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2021,W,LAW,325,,002,Conflict of Laws,Alexander Bjornson;Aubin Calvert,6,74.166666667,6.615638039,84.0,65.0,0,0,0,0,1,1,2,1,1,0,0,,,
UBCV,2022,W,LAW,325,,001,Conflict of Laws,Alexander Bjornson;Aubin Calvert,18,75.1,,90.0,50.0,0,1,0,1,1,1,4,4,5,0,1,76.5,80.8,73.5
