Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,FNH,403,,001,"Food Laws, Regulations and Quality Assurance",Krishnav Biyani;Marlen Petersen;Nancy Ross,105,86.314285714,6.153976647,96.0,51.0,0,1,0,0,1,1,2,5,16,51,28
