Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,LAW,468,,004,Ethics and Professionalism,Deborah Armour;Henry Wood,41,71.90243902,7.905077097,84.0,50.0,0,,,,,6,9,10,6,0,0
UBCV,2015,W,LAW,468,,004,Ethics and Professionalism,Deborah Armour;Henry Wood,34,74.029411765,6.137244936,86.0,56.0,0,0,,,,7,14,,,,0
UBCV,2016,W,LAW,468,,002,Ethics and Professionalism,Deborah Armour;Henry Wood,39,74.92307692,5.157440284,86.0,67.0,0,0,0,0,4,9,6,12,7,1,0
