Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2017,W,GEOB,270,,101,Geographic Information Science,Grace Newton;Peter Whitman;Samuel Walker,99,72.404040404,12.023717371,88.0,2.0,4,0,3,4,12,13,14,23,21,5,0
UBCV,2017,W,GEOB,270,,201,Geographic Information Science,Alexandra Winter-Billington;Peter Whitman;Sally Hermansen,98,71.93877551,9.895137123,90.0,30.0,1,1,9,8,7,20,13,9,24,5,1
UBCV,2018,W,GEOB,370,,101,Advanced Geographic Information Science,Brian Klinkenberg;Peter Whitman,65,74.184615385,13.749877622,90.0,19.0,4,0,1,2,2,10,7,12,19,6,2
UBCV,2018,W,GEOB,373,,201,Introductory Remote Sensing,Brian Klinkenberg;Peter Whitman,59,74.254237288,10.076591549,94.0,50.0,0,3,2,4,5,5,13,6,13,4,4
