Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2018,W,PSYC,208,,002,"Contemporary Topics in Social, Developmental, Personality, and Clinical Psychology",Amy Janeck;David Brian King;David King;Jin-Hui Wen,137,72.233576642,9.764327914,90.0,50.0,0,8,5,14,11,21,27,8,30,10,3,,,
UBCV,2018,W,PSYC,314,,006,Health Psychology,Holy Ghaly;Jin-Hui Wen;Nancy Sin,173,71.647398844,12.059323164,96.0,42.0,5,10,14,17,14,12,22,23,29,13,14,,,
UBCV,2019,W,PSYC,314,,002,Health Psychology,Jin-Hui Wen;Nancy Sin,141,71.631205674,11.358704244,100.0,39.0,2,4,12,14,23,17,20,13,15,13,8,,,
UBCV,2020,W,PSYC,314,,001,Health Psychology,Jin-Hui Wen;Nancy Sin,155,79.129032258,10.531776085,96.0,23.0,3,0,3,3,9,11,15,20,35,36,20,,,
UBCV,2021,W,PSYC,349,,001,Honours Seminar,Francis Yuen;James Enns;Jane Hamlin;Jin-Hui Wen,16,84.3125,5.375484474,92.0,73.0,0,0,0,0,0,0,2,0,5,6,3,,,
UBCV,2021,W,PSYC,349,,002,Honours Seminar,Francis Yuen;James Enns;Jin-Hui Wen,15,85.4,10.01998004,93.0,51.0,0,1,0,0,0,0,0,0,2,7,5,,,
UBCV,2021,W,PSYC,449,,001,Honours Seminar and Essay,Francis Yuen;James Enns;Jane Hamlin;Jin-Hui Wen,11,87.272727273,5.178627407,95.0,78.0,0,0,0,0,0,0,0,1,2,3,5,,,
UBCV,2021,W,PSYC,449,,002,Honours Seminar and Essay,Francis Yuen;James Enns;Jin-Hui Wen,12,90.833333333,4.706539615,97.0,82.0,0,0,0,0,0,0,0,0,2,1,9,,,
UBCV,2023,W,PSYC,349,,001,Honours Seminar,James Enns;Jin-Hui Wen,17,88.2,,94.0,83.0,0,0,0,0,0,0,0,0,2,10,5,88.0,90.0,86.0
UBCV,2023,W,PSYC,349,,002,Honours Seminar,James Enns;Jin-Hui Wen,13,89.4,,91.0,86.0,0,0,0,0,0,0,0,0,0,4,6,90.0,91.0,88.0
UBCV,2023,W,PSYC,449,,001,Honours Seminar and Essay,James Enns;Jin-Hui Wen,16,90.9,,96.0,77.0,0,0,0,0,0,0,0,1,0,2,13,92.0,94.0,90.0
UBCV,2023,W,PSYC,449,,002,Honours Seminar and Essay,James Enns;Jin-Hui Wen,16,89.9,,94.0,83.0,0,0,0,0,0,0,0,0,1,4,11,90.5,92.0,88.0
