Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,GEOG,121,,101,"Geography, Environment and Globalization",Andrew Shmuely;Juanita Sundberg;Michelle Daigle;Mikael Omstedt;Natasha Elizabeth Fox;Natasha Fox;Nina Ebner;Rebekah Kartal;Rebekah Lea Kartal;Stefan Gronsdahl;Tuve Omstedt,206,77.5,11.46266474,94.0,9.0,7,3,3,3,4,15,32,38,51,38,12
UBCV,2016,W,GEOG,352,,201,Urbanization in the Global South,Mikael Omstedt;Siobhan Mcphee;Tuve Omstedt,93,76.44086022,5.357770394,86.0,58.0,0,0,1,1,3,7,24,27,26,4,0
UBCV,2018,W,GEOG,364,,101,"Globalization, Cities, and Regions",Jamie Peck;Mikael Omstedt;Tuve Omstedt,64,74.265625,10.933046145,90.0,18.0,1,1,1,3,6,8,9,12,14,8,1
UBCV,2021,S,GEOG,350,,98A,Urban Worlds,Kyle Loewen;Lia Frederiksen;Tuve Omstedt,66,76.984848485,9.353719826,91.0,34.0,1,0,1,2,2,7,10,14,15,9,5
