Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,CSIS,301,,201,Introduction to Trans* Studies,Bishop Owis,27,80.9,98.0,0.0,2,0,0,0,0,1,1,0,6,3,14,90.0,92.0,81.0
UBCV,2022,W,GRSJ,300,,901,Intersectional Approaches to Thinking Gender,Bishop Owis,49,86.4,98.0,54.0,0,1,0,0,0,0,2,3,13,11,19,88.0,91.0,82.0
