Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,B,621,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,28,73.464285714,8.266317837,85.0,56.0,0,0,2,2,2,4,5,5,7,1,0
UBCV,2020,W,WRDS,150,B,663,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,27,67.777777778,15.171667251,90.0,33.0,3,2,1,5,3,2,2,2,2,4,1
UBCV,2020,W,WRDS,150,B,691,Writing and Research in the Disciplines,Ainsley Oh;Andrew Connolly,25,61.52,20.357472011,81.0,3.0,4,2,3,2,3,1,3,2,5,0,0
UBCV,2020,W,WRDS,150,B,762,Writing and Research in the Disciplines,Ainsley Oh;Andrew Connolly,25,65.12,15.634683666,85.0,23.0,3,0,0,3,9,3,1,3,2,1,0
UBCV,2020,W,WRDS,150,B,845,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,27,68.037037037,10.584754935,90.0,34.0,1,0,3,5,3,6,6,1,0,0,2
UBCV,2020,W,WRDS,150,B,853,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,29,75.034482759,6.109025867,84.0,55.0,0,0,1,0,1,6,5,11,5,0,0
UBCV,2020,W,WRDS,150,B,883,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,21,66.285714286,18.308858122,91.0,14.0,2,2,0,1,1,6,4,2,2,0,1
UBCV,2021,W,WRDS,150,B,621,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,29,69.931034483,6.823965303,80.0,53.0,0,1,1,4,3,8,4,6,2,0,0
UBCV,2021,W,WRDS,150,B,641,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,28,69.285714286,12.207639208,84.0,34.0,2,0,2,2,5,4,5,2,6,0,0
UBCV,2021,W,WRDS,150,B,651,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,24,75.0,5.702783455,87.0,62.0,0,0,0,2,0,2,9,7,2,2,0
UBCV,2021,W,WRDS,150,B,663,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,27,68.592592593,10.348761573,83.0,30.0,1,1,1,2,2,12,4,0,4,0,0
UBCV,2021,W,WRDS,150,B,813,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,25,74.48,7.439310004,85.0,63.0,0,0,0,1,6,2,4,6,3,3,0
UBCV,2021,W,WRDS,150,B,823,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,24,71.5,6.691980925,80.0,54.0,0,1,1,2,1,5,7,6,1,0,0
UBCV,2021,W,WRDS,150,B,844,Writing and Research in the Disciplines,Ainsley Oh;Laura Knijnik Baumvol,27,73.740740741,9.420079179,84.0,39.0,1,0,0,1,2,6,5,1,11,0,0
