Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2018,W,UFOR,316,,101,TREES & SHRUBS,"Davis, Egan;Fryer, Sara",47,80.13,8.16,96,56,47,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,7,13,9,5
UBCV,2018,W,UFOR,316,,101,Trees and Shrubs in Landscape,Egan Davis;Sara Barron;Sara Fryer;Thomas Ikeda,47,80.127659574,8.160394868,96.0,56.0,,,,,,,,,,,0,0,1,0,2,2,8,7,13,9,5
UBCV,2019,W,UFOR,316,,101,Trees and Shrubs in Landscape,Egan Davis;Laura Grant,51,84.019607843,9.855942768,98.0,51.0,,,,,,,,,,,0,1,0,2,1,1,3,6,10,7,20
