Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,LAW,372,,004,Administrative Law,David Gruber;Tim Dickson,41,73.36585366,4.299744746,82.0,64.0,0,0,0,0,2,12,14,8,5,0,0
UBCV,2017,W,LAW,372,,003,Administrative Law,David Gruber;Tim Dickson,40,70.75,3.621516894,77.0,63.0,0,0,0,1,9,12,14,4,0,0,0
