Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,COEC,497,,001,New Enterprise Development,Momcilo Deretic;Yvonne Dixon,40,78.5,4.144814493,87.0,72.0,0,0,0,0,0,0,10,14,9,7,0
UBCV,2016,W,COMM,497,,201,New Enterprise Development,Momcilo Deretic;Yvonne Dixon,37,78.91891892,3.21781826,86.0,72.0,0,0,0,0,0,0,4,13,17,3,0
UBCV,2016,W,COMM,498,,101,International Business Management,Momcilo Deretic;Yvonne Dixon,40,78.475,3.967738489,85.0,67.0,0,0,0,0,1,1,3,14,17,4,0
UBCV,2016,W,COMM,498,,102,International Business Management,Momcilo Deretic;Yvonne Dixon,41,78.70731707,5.168384189,87.0,64.0,0,0,0,0,1,1,8,3,22,6,0
UBCV,2016,W,COMM,498,,103,International Business Management,Momcilo Deretic;Yvonne Dixon,39,76.8974359,4.745052114,90.0,69.0,0,0,0,0,0,2,11,12,10,3,1
UBCV,2016,W,COMM,498,,202,International Business Management,Momcilo Deretic;Yvonne Dixon,40,76.825,4.981439911,86.0,68.0,0,0,0,0,0,2,16,9,6,7,0
UBCV,2016,W,COMM,498,,203,International Business Management,Momcilo Deretic;Yvonne Dixon,39,78.7948718,5.094783127,90.0,68.0,0,0,0,0,0,3,4,12,15,4,1
UBCV,2017,W,COMM,498,,101,International Business Management,Momcilo Deretic;Yvonne Dixon,36,78.444444444,4.351974556,86.0,70.0,0,0,0,0,0,1,6,13,10,6,0
UBCV,2017,W,COMM,498,,102,International Business Management,Momcilo Deretic;Yvonne Dixon,40,78.925,5.11101124,90.0,68.0,0,0,0,0,0,1,9,11,10,7,2
UBCV,2017,W,COMM,498,,103,International Business Management,Momcilo Deretic;Yvonne Dixon,40,76.9,5.236949592,86.0,66.0,0,0,0,0,2,1,10,14,7,6,0
