Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2022,W,VISA,245,,001,Sculpture II,Wayne Sutton,13,80.8,100.0,55.0,0,0,2,2,0,0,0,1,2,0,6,82.0,93.0,63.0
UBCO,2023,W,VISA,104,,002,Three-Dimensional Art Practices I,Wayne Sutton,21,78.8,100.0,0.0,1,0,0,0,0,2,3,4,4,1,5,79.5,88.8,73.8
