Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2009,W,SPPH,502,,001,EPID METHODS 1,"Richardson, Chris;Sandhu, Jat",75,84.19,9.38,98,37,68,1,1,3,2,0,0,0,1,0,1,0,0,1,0,5,1,6,18,19,18
UBC,2010,W,SPPH,502,,001,EPID METHODS 1,"Richardson, Chris;Sandhu, Jat",91,86.7,6.39,99,71,83,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,3,11,14,22,32
UBC,2011,W,SPPH,502,,001,EPID METHODS 1,"Richardson, Chris;Sandhu, Jat",88,86.56,5.5,96,74,81,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,20,24,29
UBC,2012,W,SPPH,502,,001,EPID METHODS 1,"Richardson, Chris;Sandhu, Jat",85,86.78,8.14,97,36,78,1,0,0,6,0,0,0,1,0,1,0,0,0,0,1,3,2,14,29,29
UBC,2013,W,SPPH,502,,001,EPID METHODS 1,"Richardson, Chris;Sandhu, Jat",100,85.09,4.97,95,74,95,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,8,29,32,22
UBC,2015,W,COMM,486,S,201,SPECIAL TPC BUSI,"Hermida, Alfred;Sandhu, Meena",8,86.25,3.06,90,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
UBC,2015,W,JRNL,520,A,002,SPEC TOP IN JRNL,"Hermida, Alfred;Sandhu, Meena",23,86.52,2.97,93,81,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3
UBC,2016,W,COMM,464,,101,DIGITALMARKETING,"Sandhu, Meena;Tang, Victor",39,89.38,3.13,95,85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17
UBC,2016,W,COMM,464,,102,DIGITALMARKETING,"Sandhu, Meena;Tang, Victor",33,85.52,10.89,90,44,32,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,19,11
UBC,2016,W,COMM,486,S,201,SPECIAL TPC BUSI,"Hermida, Alfred;Sandhu, Meena",5,89.8,2.39,93,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
UBC,2016,W,JRNL,520,A,002,SPEC TOP IN JRNL,"Hermida, Alfred;Sandhu, Meena",14,87.57,3.61,92,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4
