Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,CHIN,331,,001,Intermediate Chinese I: Part 1 (Non-Heritage),Keming Shen;Wei Xia,29,74.27586207,12.71921087,93.0,46.0,1,2,1,2,3,2,2,2,6,6,2
UBCV,2016,W,CHIN,333,,001,Intermediate Chinese I: Part 2 (Non-Heritage),Keming Shen;Wei Xia,26,72.30769231,16.93934882,91.0,24.0,2,1,0,3,2,2,2,3,4,4,3
UBCV,2017,W,CHIN,241,,001,Basic Chinese II: Part 1 (Heritage),Keming Shen;Tianming Li,29,74.172413793,12.839862498,94.0,30.0,1,1,0,2,2,0,6,9,4,1,3
UBCV,2017,W,CHIN,241,,002,Basic Chinese II: Part 1 (Heritage),Keming Shen;Tianming Li,20,78.65,10.873797574,94.0,64.0,0,0,0,0,4,2,3,0,2,6,3
UBCV,2017,W,CHIN,243,,002,Basic Chinese II: Part 2 (Heritage),Keming Shen;Tianming Li,25,73.08,10.164972536,91.0,50.0,0,1,1,1,3,5,2,6,3,0,3
