Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2023,W,PORT,101,,101,First-Year Portuguese I,Marco Schaumloeffel,22,81.48,98.0,17.0,2,0,0,0,1,0,0,1,2,6,9,88.0,93.0,81.0
UBCV,2023,W,PORT,101,,102,First-Year Portuguese I,Marco Schaumloeffel,13,89.69,98.0,72.0,0,0,0,0,0,0,1,0,1,4,7,91.0,93.0,89.0
UBCV,2023,W,PORT,102,,201,First-Year Portuguese II,Marco Schaumloeffel,25,86.96,98.0,58.0,0,0,1,0,0,0,1,2,5,3,11,88.0,94.5,81.5
UBCV,2023,W,SPAN,101,,111,Beginners' Spanish I,Marco Schaumloeffel,26,72.76,95.0,20.0,2,3,1,1,0,2,2,3,4,2,5,78.0,87.0,63.0
