Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2009,S,ECON,101,,922,PRNCPLS MICRECON,"SARKER, SUBRATA",202,69.71,16.57,97,0,184,13,5,0,0,2,2,0,5,4,13,15,18,16,17,21,17,19,30,13,18
UBC,2009,W,ECON,101,,009,PRNCPLS MICRECON,"SARKER, SUBRATA",90,70.36,13.48,100,33,84,5,1,0,0,0,0,0,1,4,5,7,6,8,7,14,7,11,11,6,7
