Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2018,W,COMM,205,,201,Introduction to Management Information Systems,Adam Saunders;Deborah Zhang;Gyumin Na;Harrison Lee;Jessica Tse;Jonathan Ho;Monica Isabelle Sy-Quia;Pei Yu Shyu;Rebecca Chen;Sarah Wang;Seif Ghazi;Yaning Fan;Yau Man Cheung;Yen Ching Tan;Yu Tian Qiu,102,75.049019608,13.629741396,94.0,1.0,4,3,4,4,7,12,10,13,21,15,9
UBCV,2018,W,COMM,205,,202,Introduction to Management Information Systems,Adam Saunders;Deborah Zhang;Gyumin Na;Harrison Lee;Jessica Tse;Jonathan Ho;Monica Isabelle Sy-Quia;Pei Yu Shyu;Rebecca Chen;Sarah Wang;Seif Ghazi;Yaning Fan;Yau Man Cheung;Yen Ching Tan;Yu Tian Qiu,115,79.591304348,8.432285129,93.0,45.0,1,1,1,2,4,7,12,20,30,28,9
UBCV,2018,W,COMM,205,,203,Introduction to Management Information Systems,Adam Saunders;Deborah Zhang;Gyumin Na;Harrison Lee;Jessica Tse;Jonathan Ho;Monica Isabelle Sy-Quia;Pei Yu Shyu;Rebecca Chen;Sarah Wang;Seif Ghazi;Yaning Fan;Yau Man Cheung;Yen Ching Tan;Yu Tian Qiu,118,80.677966102,8.626020421,96.0,54.0,0,1,2,3,4,5,15,8,36,29,15
UBCV,2018,W,COMM,205,,204,Introduction to Management Information Systems,Adam Saunders;Deborah Zhang;Gyumin Na;Harrison Lee;Jessica Tse;Jonathan Ho;Monica Isabelle Sy-Quia;Pei Yu Shyu;Rebecca Chen;Sarah Wang;Seif Ghazi;Yaning Fan;Yau Man Cheung;Yen Ching Tan;Yu Tian Qiu,117,83.264957265,8.446987999,98.0,57.0,0,0,1,1,7,4,8,9,30,27,30
UBCV,2018,W,COMM,293,,101,Financial Accounting,Gopi Krishna Suresh Babu;Jeremy Fung;Julia Hoy Ying Wong;Julia Wong;Kejin Pan;Kshitiz Tanwar;Liam Law;Lucheng Jin;Monica Isabelle C Sy-Quia;Monica Isabelle Sy-Quia;Rachael Chan;Rachael Michelle Chan;Rajesh Vijayaraghavan;Ronak Davani;Snigdha Bhardwaj;Xin Zheng,193,77.435233161,10.739200102,96.0,43.0,2,1,5,18,11,18,20,23,41,23,31
UBCV,2018,W,COMM,293,,102,Financial Accounting,Gopi Krishna Suresh Babu;Jeremy Fung;Julia Hoy Ying Wong;Julia Wong;Kejin Pan;Kshitiz Tanwar;Liam Law;Lucheng Jin;Monica Isabelle C Sy-Quia;Monica Isabelle Sy-Quia;Rachael Chan;Rachael Michelle Chan;Rajesh Vijayaraghavan;Ronak Davani;Snigdha Bhardwaj;Xin Zheng,199,79.984924623,10.079220241,97.0,33.0,1,1,2,6,14,19,19,13,57,25,42
UBCV,2018,W,COMM,293,,103,Financial Accounting,Gopi Krishna Suresh Babu;Jeremy Fung;Julia Hoy Ying Wong;Julia Wong;Kejin Pan;Kshitiz Tanwar;Liam Law;Lucheng Jin;Monica Isabelle C Sy-Quia;Monica Isabelle Sy-Quia;Rachael Chan;Rachael Michelle Chan;Rajesh Vijayaraghavan;Ronak Davani;Snigdha Bhardwaj;Xin Zheng,212,76.179245283,11.532190405,100.0,31.0,5,2,6,13,23,18,32,23,34,26,30
UBCV,2019,W,COMM,205,,201,Introduction to Management Information Systems,Abhilasha Pabbi;Adam Saunders;Amir Fard Bahreini;Boyang Jin;Christal Do;Keyu Chen;Lydia Yoon;Monica Isabelle Sy-Quia;Rebecca Chen;Tanvi Vir;Zain Azhar,97,79.886597938,9.284705489,93.0,50.0,0,2,3,3,1,4,9,18,24,19,14
UBCV,2019,W,COMM,205,,202,Introduction to Management Information Systems,Abhilasha Pabbi;Adam Saunders;Amir Fard Bahreini;Boyang Jin;Christal Do;Keyu Chen;Lydia Yoon;Monica Isabelle Sy-Quia;Rebecca Chen;Tanvi Vir;Zain Azhar,111,87.09009009,6.698099526,96.0,46.0,1,0,0,0,0,0,4,7,20,30,49
UBCV,2019,W,COMM,205,,203,Introduction to Management Information Systems,Abhilasha Pabbi;Adam Saunders;Amir Fard Bahreini;Boyang Jin;Christal Do;Keyu Chen;Lydia Yoon;Monica Isabelle Sy-Quia;Rebecca Chen;Tanvi Vir;Zain Azhar,114,83.219298246,7.339743638,95.0,55.0,0,0,1,1,0,4,11,17,24,33,23
