Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,EOSC,221,,201,Introductory Petrology,Catherine Armstrong;Catherine Jean Armstrong;Charles Kosman;Erica Tso;Matthew Gaudet;Maya Kopylova;Nicole Williamson;Sarah Sherman,75,68.81333333,10.60557392,85.0,22.0,5,,,7,10,13,14,14,6,,0
UBCV,2015,W,EOSC,111,,L2B,Laboratory Exploration of Planet Earth,Jordan Zak;Matthew Gaudet;Roger Beckie,12,79.25,15.82934559,94.0,38.0,,,,,,,,,,0,5
UBCV,2015,W,EOSC,330,,101,Principles of Geomorphology,Cody Steven;Laurier Collette;Matthew Gaudet;Scott Mcdougall,71,79.183098592,7.47435589,93.0,55.0,0,0,,,,10,10,,29,12,
