Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,BAFI,503,,001,Topics in Corporate Finance,William Tilford,18,83.6,93.0,79.0,0,0,0,0,0,0,0,2,9,6,1,83.5,85.0,81.0
UBCV,2022,W,BAFI,519,,001,Topics in Investment Management,William Tilford,13,83.9,88.0,80.0,0,0,0,0,0,0,0,0,6,7,0,85.0,86.0,81.0
UBCV,2022,W,COMM,475,,202,Investment Policy,William Tilford,25,81.0,92.0,66.0,0,0,0,0,1,2,2,6,6,6,2,81.0,86.0,78.0
UBCV,2022,W,COMM,486,H,201,Special Topics in Business,William Tilford,31,81.7,90.0,65.0,0,0,0,0,2,1,0,1,21,5,1,83.0,84.0,81.0
UBCV,2023,W,BAFI,503,,001,Topics in Corporate Finance,William Tilford,27,82.15,91.0,77.0,0,0,0,0,0,0,0,6,15,4,1,82.0,83.75,80.0
UBCV,2023,W,BAFI,519,,001,Topics in Investment Management,William Tilford,14,84.64,89.0,81.0,0,0,0,0,0,0,0,0,7,7,0,84.5,85.75,83.0
UBCV,2023,W,COMM,475,,101,Investment Policy,William Tilford,34,81.18,94.0,40.0,1,0,0,0,0,0,4,3,15,9,2,83.0,85.0,80.0
UBCV,2023,W,COMM,486,H,201,Special Topics in Business,William Tilford,40,82.54,89.0,76.0,0,0,0,0,0,0,0,2,29,8,0,82.0,84.0,81.0
