Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2014,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,11,74.63636364,6.281285335,85.0,67.0,0,0,0,0,,,,,,,0,,,
UBCV,2015,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,14,72.571428571,9.010372533,89.0,59.0,0,0,,,,,,,,,0,,,
UBCV,2016,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,25,71.32,11.57842822,85.0,46.0,3,1,0,1,0,5,4,4,5,2,0,,,
UBCV,2017,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,16,72.0,11.32548748,88.0,52.0,0,2,1,0,3,1,2,1,5,1,0,,,
UBCV,2018,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,9,67.444444444,25.962044946,85.0,0.0,1,0,0,0,1,0,2,3,1,1,0,,,
UBCV,2019,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,17,73.882352941,9.597410803,89.0,57.0,0,0,3,0,1,2,4,1,5,1,0,,,
UBCV,2020,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,11,75.272727273,11.376211224,89.0,50.0,0,1,0,1,0,1,1,3,1,3,0,,,
UBCV,2021,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,20,70.05,15.240096007,90.0,35.0,2,0,2,2,1,1,4,3,2,2,1,,,
UBCV,2022,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,23,69.9,,89.0,46.0,2,2,2,4,0,1,2,5,0,5,0,73.0,79.0,59.5
UBCV,2023,W,LAW,464,,001,Competition Policy,Francois Tougas;J. Kevin Wright,11,71.55,,89.0,24.0,1,0,1,0,2,0,1,1,3,2,0,79.0,81.5,65.5
