Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2015,W,GEOB,103,,101,Our Changing Environment: Water and Landscapes,Aaron Tamminga;Alexander Mcmahon;Carles Ferrer Boix;Emma Buckrell;Rosemary Beagley,206,69.601941748,13.821397201,94.0,0.0,9,13,25,14,20,22,35,17,19,22,10
