Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2016,W,GEOG,121,,V01,"Geography, Environment and Globalization",Angela Ho;Angela Kar Men Ho;Hyun Soo Kanyamuna;Idaliya Grigoryeva;Jonathan Luedee;Shelby Leanne Loft;Shelby Loft;Siobhan Mcphee;Tesia Derksen-Bergen,138,58.05072464,18.91792587,87.0,0.0,26,12,15,24,15,15,11,10,7,3,0
