Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,W,PPGA,591,B,001,Special Topics in Public Policy,Luna Kc,17,92.4,98.0,85.0,0,0,0,0,0,0,0,0,0,5,12,93.0,96.0,89.0
