Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2020,W,ENGL,150,,001,Introduction to Literary Genre,Alison Kloosterman;Paul Milton,31,61.225806452,19.175869693,83.0,0.0,6,2,2,2,5,4,3,2,5,0,0
UBCO,2020,W,ENGL,150,,002,Introduction to Literary Genre,Alison Kloosterman;Paul Milton,31,64.225806452,15.366000732,82.0,19.0,4,1,4,3,5,3,3,4,4,0,0
UBCO,2020,W,ENGL,150,,108,Introduction to Literary Genre,Alison Kloosterman;Mairi Richter,35,72.2,10.337823186,88.0,34.0,1,0,2,1,6,2,10,5,7,1,0
UBCO,2020,W,ENGL,221,,102,Foundations: Literature in Historical Context 2,Alison Kloosterman;Alison Michelle Kloosterman;Paul Milton,20,67.1,18.378763489,86.0,20.0,3,2,0,0,0,1,7,3,2,2,0
UBCO,2021,W,ENGL,109,,002,Studies in Composition (Enhanced),Alison Kloosterman;Anita Chaudhuri;Oriane Edwards;Sherry Breshears,26,74.307692308,16.530624261,91.0,11.0,2,0,0,2,2,1,2,4,7,5,1
UBCO,2021,W,ENGL,109,,003,Studies in Composition (Enhanced),Alison Kloosterman;Jordan Stouck;Oriane Edwards;Sherry Breshears,22,72.409090909,15.457034432,88.0,36.0,3,1,1,0,1,1,4,2,3,6,0
UBCO,2021,W,ENGL,112,,009,Studies in Composition,Alison Kloosterman;Catherine Shaw,23,72.47826087,16.78438009,94.0,22.0,2,0,2,2,2,0,3,4,1,5,2
UBCO,2021,W,ENGL,150,,020,Introduction to Literary Genre,Alison Kloosterman;Catherine Shaw,29,76.034482759,17.91544178,95.0,0.0,1,1,1,1,2,2,1,3,8,6,3
UBCO,2021,W,ENGL,203,,101,Topics in Composition,Alison Kloosterman;Catherine Shaw,20,85.2,7.445238676,95.0,68.0,0,0,0,0,0,2,0,2,5,3,8
UBCO,2021,W,ENGL,203,,102,Topics in Composition,Alison Kloosterman;Catherine Shaw,19,79.578947368,11.744103908,96.0,60.0,0,0,0,3,1,2,1,1,2,3,6
