Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2020,W,POLI,391,H,101,Special Topics in Political Science,Nojang Khatami,37,73.891891892,16.697943626,91.0,0.0,2,1,1,2,1,5,1,8,6,7,3,,,
UBCO,2021,W,POLI,391,H,101,Special Topics in Political Science,Nojang Khatami,39,67.307692308,29.394014649,91.0,0.0,6,2,1,1,0,2,3,3,5,13,3,,,
UBCV,2017,W,POLI,240,,001,Currents of Political Thought,Benjamin O'Heran;Chris Erickson;Nojang Khatami;Richie Khatami;Tenzing Tekan Lama,192,76.890625,8.549426093,95.0,20.0,4,1,1,3,3,13,43,47,54,20,3,,,
UBCV,2017,W,POLI,344,A,001,Social and Political Thought,Jennifer Gagnon;Nojang Khatami,66,75.863636364,11.620785573,90.0,0.0,1,0,1,2,2,5,12,11,26,4,2,,,
UBCV,2017,W,POLI,345,,001,Gender and Politics: Political Thought and Practice,Jennifer Gagnon;Nojang Khatami;Richie Khatami,70,77.4,5.322634196,88.0,59.0,0,0,1,0,1,4,17,21,19,7,0,,,
UBCV,2018,S,POLI,100,,921,Introduction to Politics,Nojang Khatami;Stewart Prest,58,75.344827586,7.899704023,91.0,53.0,0,2,0,1,4,11,13,6,13,6,2,,,
UBCV,2018,W,POLI,446,A,001,Multiculturalism and Identity Politics,Nojang Khatami,24,77.708333333,10.153085488,90.0,51.0,0,2,0,0,0,3,1,7,4,3,4,,,
UBCV,2019,W,POLI,240,,001,Currents of Political Thought,Anna Jurkevics;Cole Smith;Martina Zago;Nojang Khatami,119,76.100840336,9.963828614,92.0,37.0,1,5,1,4,7,19,12,14,29,19,8,,,
UBCV,2020,W,POLI,240,,001,Currents of Political Thought,Chelsea Parker;Jeehye Kim;Margaret Bowles;Margaret Elizabeth Bowles;Nojang Khatami;Panthea Pourmalek;Sarah Zamponi,149,77.637583893,11.267157946,98.0,10.0,3,1,2,4,7,14,16,34,32,20,16,,,
UBCV,2020,W,POLI,240,,002,Currents of Political Thought,Allan Tupper;Anna Jurkevics;Kun Li;Natasa Micovic;Nojang Khatami;Panthea Pourmalek;Sarah Zamponi;Yu Yang Lin,195,75.507692308,12.43057804,93.0,0.0,5,3,3,7,14,18,33,26,41,37,8,,,
UBCV,2021,S,POLI,100,,921,Introduction to Politics,Joelle Michaud-Ouellet;Nojang Khatami;Saleh Ismail,79,75.886075949,10.029427652,89.0,44.0,3,3,1,1,4,7,14,10,21,15,0,,,
UBCV,2021,S,POLI,449,D,921,Topics in Political Theory,Jennifer Gagnon;Nojang Khatami,20,72.55,22.144204422,93.0,0.0,2,0,0,0,1,0,3,4,6,2,2,,,
UBCV,2021,W,POLI,240,,001,Currents of Political Thought,Carson Ball;Hannah Stanley;Joshua Santeusanio;Nojang Khatami;Talia Holy,186,75.983870968,12.398550834,94.0,0.0,6,3,8,4,13,16,21,21,49,30,15,,,
UBCV,2021,W,POLI,344,A,001,Social and Political Thought,Antonin Lacelle-Webster;Nojang Khatami;Ritwik Bhattacharjee;Rona Macnicol,95,75.568421053,17.735439117,92.0,0.0,4,4,2,3,2,5,6,16,20,25,8,,,
UBCO,2021,W,POLI,391,H,101,Special Topics in Political Science,Nojang Khatami,39,67.3,,91.0,0.0,6,,,,,,,,,13,,81.0,85.5,65.0
UBCO,2022,W,POLI,240,,001,Currents of Political Thought,Nojang Khatami,70,73.1,,96.0,0.0,8,1,0,3,3,7,4,5,13,18,8,80.5,86.0,70.0
UBCV,2021,S,POLI,449,D,921,Topics in Political Theory,Nojang Khatami,20,72.6,,93.0,0.0,,,,,,,,,6,,,79.0,80.3,73.8
UBCV,2021,W,POLI,240,,001,Currents of Political Thought,Nojang Khatami,186,76.1,,94.0,0.0,6,,8,,13,16,22,21,49,30,15,80.0,84.0,71.0
UBCV,2021,W,POLI,344,A,001,Social and Political Thought,Nojang Khatami,94,76.4,,92.0,0.0,,,,,,,6,16,20,24,9,80.0,85.8,74.0
UBCV,2022,S,POLI,240,,951,Currents of Political Thought,Nojang Khatami,52,71.8,,92.0,55.0,0,0,8,1,10,6,6,6,11,2,2,72.0,80.0,65.0
