Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2020,W,COSC,123,,101,Computer Creativity,Brenden Trieu;Camila Jenkins;Danielle Macdonald;Firas Moosvi;Mohamad Khajezade;Mohammad Hadi;Nusrat Momo;Ramin Shahbazi;Reece Walsh;Rishab Sharma;Roozbeh Eslami;Tenzin Jinpa;Teymur Mammadov,124,85.612903226,15.577610406,100.0,5.0,3,3,3,3,0,6,3,8,8,12,75,,,
UBCO,2020,W,COSC,221,,101,Introduction to Discrete Structures,Alexander Iannantuono;Alexander Molnar;Billy Spelchan;Chad Davis;Islam Osman;Jakob Thoms;Maryam Sadeghi;Mohamad Khajezade;Reece Walsh;Sherif Elbishlawi;Tenzin Jinpa,79,68.063291139,19.200922636,100.0,12.0,10,5,8,11,4,8,4,6,4,6,13,,,
UBCO,2020,W,COSC,407,,101,Introduction to Parallel Computing,Abdallah Mohamed;Congsong Zhang;Mohamad Khajezade;Mohammad Hadi;Pradeep Mahato;Reece Walsh;Yves Lucet,88,74.738636364,14.811066318,98.0,21.0,5,3,4,2,8,6,11,8,14,18,9,,,
UBCO,2020,W,MATH,101,,101,Integral Calculus with Applications to Physical Sciences and Engineering,Aanchal Kuckian;Alejandra Fuentes Nunez;Alexander Iannantuono;Alexander Molnar;Andrew Ogilvy;Billy Spelchan;Bradley Reinholz;Chunlei Ge;Devin Reinholz;Gabriel Jarry-Bolduc;Garen Goh;Grace Loo;Haashim Madani;Ian Chambers;Islam Osman;Jakob Thoms;Jason Reich;Jesse Ghashti;Karanmeet Khatra;Ladan Tazik;Maria Guenter;Marjan Yaghoubi;Maryam Sadeghi;Matthew Dunn;Md Tareque Hossain;Mitchell Wiebe;Mohamad Khajezade;Mohammad Hadi;Nicholas Rieske;Nusrat Momo;Pradeep Mahato;Ramie Ali Adeeb;Reece Walsh;Roozbeh Eslami;Ruichao Jiang;Saeed Moghaddam;Shambhavi Singh;Sherif Elbishlawi;Stephen Collins;Tenzin Kunkyab;Wayne Broughton;Xiaoying Zhang;Xinchen Deng;Zenab Kutubuddin Kagdiwala;Zhongda Huang;Ziyuan Wang,341,74.753665689,15.883334581,100.0,2.0,28,6,23,16,21,28,29,36,50,51,53,,,
UBCO,2020,W,MATH,101,,102,Integral Calculus with Applications to Physical Sciences and Engineering,Aanchal Kuckian;Alejandra Fuentes Nunez;Alexander Iannantuono;Alexander Molnar;Andrew Ogilvy;Billy Spelchan;Bradley Reinholz;Chad Davis;Chunlei Ge;Devin Reinholz;Eric Foxall;Gabriel Jarry-Bolduc;Garen Goh;Grace Loo;Haashim Madani;Ian Chambers;Islam Osman;Jakob Thoms;Jason Reich;Jesse Ghashti;Karanmeet Khatra;Ladan Tazik;Maria Guenter;Marjan Yaghoubi;Maryam Sadeghi;Matthew Dunn;Md Tareque Hossain;Mitchell Wiebe;Mohamad Khajezade;Mohammad Hadi;Nicholas Rieske;Nusrat Momo;Pradeep Mahato;Ramie Ali Adeeb;Reece Walsh;Roozbeh Eslami;Ruichao Jiang;Saeed Moghaddam;Shambhavi Singh;Sherif Elbishlawi;Stephen Collins;Tenzin Kunkyab;Xiaoying Zhang;Xinchen Deng;Zenab Kutubuddin Kagdiwala;Zhongda Huang;Ziyuan Wang,183,65.803278689,22.924495996,100.0,0.0,33,9,11,15,13,21,12,12,22,11,24,,,
UBCO,2020,W,STAT,124,,101,Business Statistics,Breanne Chui;Chunlei Ge;Karanmeet Khatra;Marjan Yaghoubi;Meng Tian;Mohamad Khajezade;Muskaan Srivastava;Pradeep Mahato;Rachel Lobay;Sherif Elbishlawi;Tenzin Jinpa,155,78.251612903,17.664475153,100.0,0.0,5,8,11,9,8,7,13,11,22,11,50,,,
UBCO,2021,S,COSC,111,,001,Computer Programming I,Devon Macneil;Mohamad Khajezade;Oluwayemisi Ogungbemi;Reece Walsh;Vsevolod Lynov,112,76.892857143,14.204654194,99.0,15.0,5,0,4,3,11,11,10,15,13,24,16,,,
UBCO,2021,S,COSC,301,,001,Introduction to Data Analytics,Firas Moosvi;Khandoker Md Ayman;Mohamad Khajezade;Nusrat Momo;Pradeep Mahato,67,81.820895522,17.296807704,98.0,12.0,4,0,1,2,2,3,3,5,9,9,29,,,
UBCO,2021,W,COSC,222,,001,Data Structures,Biswapriyo Chakrabarty;Marium-E- Jannat;Mohamad Khajezade;Mohammad Khalad Hasan;Ramin Shahbazi;Reece Walsh;Sohan Chowdhury,194,77.840206186,13.946241418,99.0,20.0,7,5,5,8,10,17,24,22,25,34,37,,,
UBCO,2021,W,COSC,310,,101,Software Engineering,Anuradha Herath;Mohamad Khajezade;Namrata Kundu;Shan Du;Sohan Chowdhury;Taif Anjum,160,84.6875,11.916474247,100.0,35.0,3,2,2,4,8,6,4,4,19,35,73,,,
