Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,BIOL,432,,201,Research Strategies and Techniques in Cell Biology,Evgeniy Panzhinskiy;Geoff Wasteneys;Ryan Hoy;Sean Ritter,25,77.96,7.424508962,90.0,65.0,0,0,0,0,2,2,8,3,3,5,2
UBCV,2021,W,BIOL,234,,201,Fundamentals of Genetics,Benjamin Staples;Craig M S Berezowsky;Ebrahim Eskandari Nasab;Ellen Porcher;Jessica Hancock;Kota Mizumoto;Ryan Hoy;Syed Asad Hasan;Versara Goberdhan;Yan Xu;Zhonghang Zhang,196,66.642857143,17.871478495,99.0,2.0,23,21,13,17,12,21,17,22,27,10,13
UBCV,2021,W,BIOL,234,,202,Fundamentals of Genetics,Benjamin Staples;Craig M S Berezowsky;Ebrahim Eskandari Nasab;Ellen Porcher;Jessica Hancock;Kota Mizumoto;Ryan Hoy;Syed Asad Hasan;Versara Goberdhan;Yan Xu;Zhonghang Zhang,207,72.086956522,15.556729069,99.0,1.0,12,13,11,15,21,18,17,24,29,28,19
