Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,CPSC,404,,201,Advanced Relational Databases,Declan Herbertson;Edwin Max Knorr;Ray Hua;Shivam Thukral;Tristan Lei;Zipeng Liang,150,77.446666667,12.012039076,99.0,38.0,2,6,5,9,10,8,19,16,29,21,25
