Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2023,W,ASIA,366,B,021,Topics in Asian Studies,Alexandra Hoffmann,12,83.6,98.0,63.0,0,0,0,1,1,1,0,0,1,3,4,86.0,92.0,77.5
UBCV,2023,W,ASIA,392,,011,Classical Persian Literature in English Translation,Alexandra Hoffmann,17,84.1,99.0,51.0,0,1,0,1,0,1,2,0,1,2,8,89.5,94.3,73.8
UBCV,2023,W,ASIA,393,,021,History of Iran from the Sasanians to the Safavids,Alexandra Hoffmann,13,83.9,94.0,67.0,0,0,0,0,1,0,1,1,2,5,3,86.0,87.0,80.0
UBCV,2023,W,PERS,451,,011,Persian through Shahnameh for Advanced Speakers of Persian,Alexandra Hoffmann,12,92.0,95.0,89.0,0,0,0,0,0,0,0,0,0,1,10,92.0,93.5,91.0
