Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2022,S,LIBR,575,,942,Academic Libraries,Ean Henninger,30,84.6,90.0,79.0,0,0,0,0,0,0,0,1,18,10,1,84.0,87.0,83.0
UBCV,2023,S,LIBR,575,,942,Academic Libraries,Ean Henninger,29,84.55,88.0,79.0,0,0,0,0,0,0,0,1,10,18,0,85.0,87.0,83.0
