Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2023,S,FREN,401,,921,Upper-Intermediate French I,Julie le Hegarat,14,79.5,96.0,59.0,0,0,1,0,1,1,2,1,4,1,3,80.5,86.0,73.0
UBCV,2023,S,FREN,402,,921,Upper-Intermediate French II,Julie le Hegarat,12,83.9,92.0,65.0,0,0,0,0,1,0,1,0,2,4,2,87.5,89.0,83.0
