Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2014,W,BIOL,313,,001,Science Writing,Karen Hodges,20,79.6,16.29465524,95.0,36.0,,,,,,,,,,5,6,,,
UBCO,2014,W,BIOL,401,,001,Spatial Ecology,Karen Hodges,30,73.93333333,9.734167812,88.0,51.0,0,,,,,,5,,8,,0,,,
UBCO,2014,W,BIOL,422,,001,Conservation Biology,Karen Hodges,38,76.07894737,11.26674509,92.0,33.0,,,,,,,7,6,7,,,,,
UBCO,2015,W,BIOL,313,,001,Science Writing,Karen Hodges,19,77.526315789,9.731783102,99.0,59.0,0,0,,,,,,7,,,,,,
UBCO,2015,W,BIOL,401,,001,Spatial Ecology,Karen Hodges,23,75.608695652,10.272377482,95.0,56.0,0,0,,,,,,,6,,,,,
UBCO,2015,W,BIOL,422,,001,Conservation Biology,Karen Hodges,27,69.259259259,8.676194631,83.0,44.0,,,,,,8,,,,0,0,,,
UBCO,2016,W,BIOL,313,,001,Science Writing,Karen Hodges,17,75.17647059,7.29070722,89.0,61.0,0,0,0,1,2,2,2,5,4,1,0,,,
UBCO,2016,W,BIOL,422,,001,Conservation Biology,Karen Hodges,24,72.75,10.91966714,94.0,48.0,1,0,2,3,0,3,3,8,2,0,2,,,
UBCO,2017,W,BIOL,401,,001,Spatial Ecology,Karen Hodges,17,71.941176471,19.52392951,96.0,13.0,1,1,0,2,2,3,0,1,2,3,2,,,
UBCO,2017,W,BIOL,420,T,001,Special Topics in Biology,Karen Hodges,8,77.625,10.636023693,88.0,53.0,0,1,0,0,0,0,1,1,4,1,0,,,
UBCO,2017,W,BIOL,422,,001,Conservation Biology,John Klironomos;Karen Hodges,30,86.6,3.069314199,92.0,81.0,0,0,0,0,0,0,0,0,7,16,7,,,
UBCO,2019,W,BIOL,401,,001,Spatial Ecology,Karen Hodges,38,73.026315789,12.542871007,97.0,45.0,2,2,2,1,4,5,3,7,5,5,2,,,
UBCO,2019,W,BIOL,422,,101,Conservation Biology,Karen Hodges,38,76.210526316,8.980934445,94.0,60.0,0,0,0,3,5,4,6,5,7,6,2,,,
UBCO,2020,W,BIOL,401,,001,Spatial Ecology,Karen Hodges;Sara Ann Ficaccio;Sara Ficaccio,26,72.769230769,19.578166803,90.0,4.0,2,0,2,0,1,1,3,7,4,5,1,,,
UBCO,2020,W,BIOL,422,,101,Conservation Biology,Karen Hodges;Sara Ficaccio,52,75.192307692,8.636535393,92.0,49.0,1,1,1,1,5,4,11,8,16,3,1,,,
UBCO,2021,W,BIOL,313,,001,Science Writing,Karen Hodges,19,73.736842105,16.785715174,90.0,17.0,1,0,1,2,0,1,4,1,5,3,1,,,
UBCO,2021,W,BIOL,422,,101,Conservation Biology,Karen Hodges;Nikita Planz,42,70.928571429,10.143826327,91.0,44.0,2,0,4,3,5,5,7,9,4,2,1,,,
UBCO,2021,W,BIOL,313,,001,Science Writing,Karen Hodges,19,73.7,,90.0,17.0,,,,,,,,,,,,79.0,84.0,70.5
UBCO,2021,W,BIOL,422,,101,Conservation Biology,Karen Hodges,42,71.5,,91.0,44.0,,,,,,,8,9,,,,73.0,77.8,65.5
UBCO,2022,W,BIOL,401,,001,Spatial Ecology,Karen Hodges,35,74.6,,87.0,36.0,1,0,1,0,3,2,12,7,6,3,0,75.0,79.5,72.0
UBCO,2022,W,BIOL,422,,101,Conservation Biology,Karen Hodges,41,76.7,,88.0,65.0,0,0,0,0,6,3,11,6,8,7,0,76.0,83.0,73.0
